EmployeeID,Name,Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
504,Olli Hibbert,34,No,Travel_Rarely,255.0925984,Research & Development,1,5,Life Sciences,1,683,2,Male,31.15132983,3,1,Research Scientist,4,Married,2691,5399.46,1,Y,No,12,3,4,160,1,10,4,2,10,9,0,8
505,Pearl Clegg,45,Yes,Travel_Frequently,323.6220472,Sales,26,4,Life Sciences,1,684,1,Female,39.51999077,3,2,Sales Executive,1,Married,4286,6850,2,Y,No,14,3,4,160,2,5,4,3,1,1,0,0
506,Jett Owen,26,No,Travel_Rarely,214.151811,Research & Development,6,3,Life Sciences,1,686,3,Female,26.15173369,3,1,Laboratory Technician,4,Married,2659,4532.88,1,Y,Yes,13,3,3,160,1,3,2,3,3,2,7,2
507,Hal Powell,37,No,Travel_Rarely,438.163937,Research & Development,3,3,Other,1,689,3,Male,53.50758668,3,3,Manufacturing Director,3,Married,9434,9274.47,1,Y,No,15,3,3,160,1,10,2,3,10,7,1,8
508,Darla Good,29,No,Travel_Rarely,321.2598425,Sales,3,2,Medical,1,690,2,Female,39.23152368,3,2,Sales Executive,3,Married,5561,6800,1,Y,No,14,3,1,160,1,6,5,2,6,0,11,2
509,Mina Cote,35,No,Travel_Rarely,256.6672441,Research & Development,6,4,Life Sciences,1,691,2,Male,31.34362199,1,2,Research Scientist,4,Single,6646,5432.79,1,Y,No,13,3,2,160,0,17,3,3,17,11,4,8
510,Pranav Manning,33,No,Travel_Frequently,389.7354331,Research & Development,6,3,Life Sciences,1,692,3,Male,47.59360757,3,2,Healthcare Representative,4,Divorced,7725,8249.4,3,Y,No,23,4,3,160,1,15,2,1,13,11,7,7
511,Cole Mccray,54,No,Travel_Rarely,204.3307087,Human Resources,19,4,Medical,1,698,3,Male,24.95240293,3,3,Human Resources,2,Married,10725,4325,2,Y,No,15,3,3,160,1,16,1,4,9,7,0,1
512,Archer Morrow,36,No,Travel_Rarely,413.3622047,Research & Development,9,2,Medical,1,699,2,Male,50.47885536,2,2,Manufacturing Director,2,Divorced,8847,8749.5,2,Y,Yes,11,3,3,160,1,13,2,3,3,2,1,2
513,Usama Major,27,No,Travel_Rarely,204.703937,Research & Development,3,4,Medical,1,700,1,Male,24.99798073,2,1,Research Scientist,4,Single,2045,4332.9,0,Y,No,13,3,4,160,0,5,0,3,4,2,1,1
514,Ronan Nairn,20,Yes,Travel_Rarely,193.6814173,Research & Development,10,1,Medical,1,701,4,Male,23.65193561,3,1,Research Scientist,3,Single,1009,4099.59,1,Y,Yes,11,3,4,160,0,1,5,3,1,0,9,1
515,Tariq Vaughn,33,Yes,Travel_Frequently,261.3911811,Research & Development,3,3,Life Sciences,1,702,1,Male,31.92049847,3,1,Research Scientist,1,Single,3348,5532.78,1,Y,Yes,11,3,1,160,0,10,3,3,10,8,0,7
516,Skye Sharples,35,No,Non-Travel,182.6588976,Research & Development,3,3,Life Sciences,1,704,3,Male,22.3058905,2,1,Laboratory Technician,3,Married,1281,3866.28,1,Y,No,18,3,3,160,2,1,3,3,1,0,0,0
517,Indi Snyder,23,No,Travel_Rarely,211.0025197,Research & Development,4,3,Medical,1,705,1,Male,25.76714937,4,1,Research Scientist,1,Married,2819,4466.22,2,Y,No,16,3,1,160,1,5,3,4,3,2,1,2
518,Arwen Hester,25,No,Travel_Rarely,323.6220472,Sales,8,3,Life Sciences,1,707,4,Male,39.51999077,4,2,Sales Executive,2,Married,4851,6850,0,Y,No,22,4,3,160,1,4,4,3,3,2,0,2
519,Samina Hyde,38,No,Travel_Rarely,356.6929134,Sales,7,4,Marketing,1,709,4,Female,43.55852997,2,2,Sales Executive,4,Single,4028,7550,0,Y,No,20,4,1,160,0,8,2,3,7,7,2,5
520,Romy Burch,29,No,Travel_Frequently,261.3911811,Research & Development,1,4,Life Sciences,1,710,2,Male,31.92049847,1,1,Research Scientist,4,Divorced,2720,5532.78,1,Y,No,18,3,4,160,1,10,5,3,10,7,2,8
521,Dafydd Bonner,48,No,Travel_Rarely,349.6062992,Sales,2,1,Marketing,1,712,2,Male,42.69312871,4,2,Sales Executive,2,Married,8120,7400,3,Y,No,12,3,4,160,0,12,3,3,2,2,0,2
522,Livia Hunt,27,No,Travel_Frequently,361.4173228,Sales,3,1,Medical,1,714,4,Female,44.13546414,4,2,Sales Executive,4,Divorced,4647,7650,1,Y,Yes,20,4,2,160,2,6,3,3,6,5,0,4
523,Shaun Coates,37,No,Travel_Rarely,190.532126,Research & Development,10,2,Life Sciences,1,715,4,Male,23.2673513,4,1,Research Scientist,4,Single,4680,4032.93,3,Y,No,17,3,1,160,0,4,2,3,1,0,3,0
524,Husnain Campos,50,No,Travel_Rarely,240.9207874,Research & Development,28,1,Medical,1,716,4,Male,29.4207004,4,1,Laboratory Technician,3,Married,3221,5099.49,1,Y,Yes,11,3,3,160,3,20,3,3,20,8,7,8
525,Sanna Lewis,34,No,Travel_Rarely,335.6055118,Research & Development,9,3,Medical,1,717,4,Female,40.9833843,2,3,Healthcare Representative,2,Single,8621,7103.65,1,Y,No,14,3,2,160,0,9,3,4,8,7,2,7
526,Alma Osborne,24,Yes,Travel_Rarely,340.1574803,Sales,3,2,Life Sciences,1,720,1,Female,41.53926037,3,2,Sales Executive,3,Single,4577,7200,9,Y,No,14,3,1,160,0,4,3,3,2,2,11,0
527,Fahima Salt,39,No,Travel_Rarely,344.2662992,Research & Development,2,4,Technical Degree,1,721,4,Female,42.04102002,2,2,Healthcare Representative,3,Single,4553,7286.97,1,Y,No,11,3,1,160,0,20,4,3,20,7,0,10
528,Zoey Montes,32,No,Travel_Rarely,370.8661417,Sales,10,3,Marketing,1,722,4,Male,45.28933249,3,2,Sales Executive,4,Single,5396,7850,1,Y,No,12,3,4,160,0,10,2,2,10,7,1,8
529,Giuseppe Sherman,50,Yes,Travel_Frequently,389.7637795,Sales,8,2,Technical Degree,1,723,2,Male,47.59706917,3,2,Sales Executive,3,Married,6796,8250,3,Y,Yes,14,3,1,160,1,18,4,3,4,3,1,3
530,Beatrice Burt,38,No,Travel_Rarely,346.4314961,Research & Development,1,4,Life Sciences,1,724,2,Female,42.30542895,4,2,Healthcare Representative,4,Single,7625,7332.8,0,Y,No,13,3,3,160,0,10,4,2,9,7,0,8
531,Maha Herman,27,No,Travel_Rarely,429.8966929,Research & Development,1,2,Life Sciences,1,725,3,Female,52.49800958,3,3,Manufacturing Director,1,Married,7412,9099.48,1,Y,No,11,3,4,160,0,9,3,3,9,7,7,7
532,Rubi Pate,32,No,Travel_Rarely,370.8661417,Research & Development,3,2,Life Sciences,1,727,3,Female,45.28933249,3,3,Research Director,4,Single,11159,7850,3,Y,No,15,3,4,160,0,10,6,3,7,7,1,7
533,Ayman Yang,47,No,Travel_Rarely,394.488189,Sales,14,4,Marketing,1,728,4,Male,48.17400335,3,2,Sales Executive,1,Single,4960,8350,2,Y,No,12,3,4,160,0,20,2,3,7,7,1,7
534,Kofi Steadman,40,No,Travel_Frequently,439.3700787,Sales,5,4,Life Sciences,1,729,4,Male,53.65487798,2,3,Sales Executive,1,Married,10475,9300,5,Y,Yes,21,4,3,160,1,20,2,3,18,13,1,12
535,Kayan Tomlinson,53,No,Travel_Rarely,375.5905512,Research & Development,7,3,Life Sciences,1,730,3,Male,45.86626666,4,4,Research Director,3,Married,14814,7950,3,Y,No,19,3,3,160,0,32,3,3,5,1,12,3
536,Ed Vang,41,No,Travel_Rarely,449.5275591,Human Resources,10,4,Human Resources,1,731,2,Male,54.89528645,2,5,Manager,4,Divorced,19141,9515,3,Y,No,15,3,2,160,3,23,2,2,21,6,2,6
537,Jon-Paul Maxwell,60,No,Travel_Rarely,370.8661417,Sales,16,4,Marketing,1,732,1,Male,45.28933249,3,2,Sales Executive,1,Single,5405,7850,8,Y,No,14,3,4,160,0,10,1,3,2,2,1,2
538,Kaleb Blackburn,27,No,Travel_Frequently,457.4541732,Research & Development,10,2,Life Sciences,1,733,4,Male,55.8632666,3,3,Manufacturing Director,1,Divorced,8793,9682.78,1,Y,No,21,4,3,160,2,9,4,2,9,7,2,7
539,Zavier Dickerson,41,No,Travel_Rarely,433.9370079,Human Resources,1,3,Human Resources,1,734,4,Male,52.99140368,2,5,Manager,3,Married,19189,9185,1,Y,No,12,3,2,160,1,22,3,3,22,7,2,10
540,Luis Rivas,50,No,Travel_Rarely,270.1114961,Sales,8,4,Marketing,1,738,4,Male,32.98540357,3,1,Sales Representative,2,Married,3875,5717.36,7,Y,No,15,3,4,160,1,4,2,3,2,2,3,2
541,Dilara Blanchard,28,Yes,Travel_Rarely,258.2418898,Research & Development,1,2,Life Sciences,1,741,1,Female,31.53591415,1,1,Research Scientist,2,Single,2216,5466.12,7,Y,Yes,13,3,4,160,0,10,4,3,7,7,0,7
542,Maiya Whittle,36,No,Non-Travel,385.0393701,Research & Development,8,3,Life Sciences,1,742,1,Female,47.020135,4,3,Research Director,1,Married,11713,8150,9,Y,No,14,3,1,160,1,10,2,3,8,7,0,5
543,Anniyah Barber,38,No,Travel_Rarely,405.0949606,Research & Development,1,3,Life Sciences,1,743,3,Female,49.46927826,3,3,Manufacturing Director,3,Single,7861,8574.51,4,Y,Yes,14,3,4,160,0,10,4,4,1,0,1,0
544,Dexter Pace,44,No,Non-Travel,220.4503937,Research & Development,24,3,Medical,1,744,1,Male,26.92090233,1,1,Laboratory Technician,3,Single,3708,4666.2,2,Y,No,14,3,3,160,0,9,5,3,5,2,11,4
545,Sadiyah Riggs,47,No,Travel_Frequently,425.1968504,Sales,3,3,Medical,1,746,4,Female,51.92407546,3,4,Sales Executive,3,Divorced,13770,9000,9,Y,Yes,12,3,4,160,2,28,2,2,22,2,7,13
546,Marion Parkinson,30,No,Travel_Rarely,408.6614173,Sales,27,5,Marketing,1,747,3,Male,49.90480586,3,2,Sales Executive,4,Divorced,5304,8650,7,Y,No,23,4,4,160,1,10,2,2,8,7,0,7
547,Darsh Terry,29,No,Travel_Rarely,225.7096063,Sales,10,3,Life Sciences,1,749,3,Male,27.56314545,3,1,Sales Representative,3,Single,2642,4777.52,1,Y,No,11,3,3,160,0,1,6,3,1,0,2,0
548,Willard Alvarez,42,Yes,Travel_Frequently,244.0700787,Research & Development,19,3,Medical,1,752,3,Male,29.80528472,4,1,Research Scientist,3,Divorced,2759,5166.15,6,Y,Yes,12,3,4,160,0,7,2,3,2,2,2,2
549,Kieron Patel,43,No,Travel_Frequently,354.3307087,Sales,15,3,Life Sciences,1,754,4,Male,43.27006289,2,2,Sales Executive,4,Married,6804,7500,3,Y,No,18,3,3,160,1,7,5,3,2,2,4,2
550,Bethan Wood,34,No,Travel_Rarely,296.6319685,Research & Development,8,2,Medical,1,757,2,Female,36.22402354,3,2,Healthcare Representative,3,Single,6142,6278.71,3,Y,No,11,3,4,160,0,10,2,3,5,1,0,3
551,Max Woodcock,23,No,Travel_Rarely,199.98,Research & Development,9,1,Medical,1,758,2,Male,24.42110425,3,1,Laboratory Technician,1,Married,2500,4232.91,1,Y,No,14,3,4,160,1,5,2,4,4,3,3,2
552,Ayaan Johnson,39,No,Travel_Rarely,196.0629921,Human Resources,3,3,Human Resources,1,760,3,Female,23.94276813,4,2,Human Resources,2,Married,6389,4150,9,Y,No,15,3,3,160,1,12,3,1,8,3,1,6
553,Donte Middleton,56,No,Travel_Rarely,400.5614173,Research & Development,9,3,Medical,1,762,3,Male,48.91565222,3,4,Healthcare Representative,4,Married,11103,8478.55,7,Y,No,11,3,3,160,0,30,1,2,10,7,2,1
554,Chantelle Thomas,40,No,Travel_Rarely,209.427874,Research & Development,2,1,Medical,1,763,4,Female,25.57485721,2,1,Research Scientist,4,Single,2342,4432.89,0,Y,Yes,20,4,4,160,0,5,2,2,4,2,0,3
555,Luciana Hail,27,No,Travel_Rarely,357.2574803,Research & Development,7,3,Medical,1,764,4,Female,43.62747361,2,2,Healthcare Representative,1,Single,6811,7561.95,8,Y,No,19,3,1,160,0,9,2,1,7,6,2,7
556,Dominic Graham,29,No,Travel_Rarely,242.360315,Sales,10,3,Marketing,1,766,4,Male,29.59649224,3,1,Sales Representative,2,Divorced,2297,5129.96,1,Y,No,14,3,4,160,2,2,2,3,2,2,2,2
557,Elena Sampson,53,No,Travel_Rarely,245.6447244,Research & Development,6,3,Life Sciences,1,769,4,Male,29.99757688,3,2,Laboratory Technician,4,Single,2450,5199.48,2,Y,No,17,3,4,160,0,19,4,3,2,2,0,2
558,Arwa Hines,35,No,Non-Travel,309.6231496,Research & Development,2,4,Life Sciences,1,771,4,Female,37.81047712,3,2,Healthcare Representative,1,Divorced,5093,6553.69,2,Y,No,11,3,1,160,1,16,2,4,1,0,4,0
559,Abubakr Delacruz,32,No,Travel_Frequently,261.3911811,Research & Development,24,4,Life Sciences,1,772,1,Male,31.92049847,3,2,Laboratory Technician,4,Married,5309,5532.78,1,Y,No,15,3,4,160,2,10,2,3,10,8,0,7
560,Kayson Sellers,38,No,Travel_Rarely,225.1743307,Research & Development,2,5,Medical,1,773,4,Male,27.4977788,3,1,Research Scientist,3,Married,3057,4766.19,6,Y,Yes,13,3,2,160,1,6,0,1,1,0,0,1
561,Nell Denton,34,No,Travel_Rarely,380.2932283,Research & Development,8,5,Life Sciences,1,775,2,Female,46.44054693,3,2,Manufacturing Director,1,Divorced,5121,8049.54,3,Y,No,14,3,3,160,1,7,3,3,0,0,1,0
562,Willow Richmond,52,No,Travel_Rarely,428.7401575,Sales,3,4,Marketing,1,776,3,Male,52.35677609,2,4,Manager,1,Married,16856,9075,1,Y,No,11,3,1,160,0,34,3,4,34,6,7,16
563,Arnav Roberson,33,Yes,Travel_Rarely,255.0925984,Research & Development,1,4,Other,1,780,4,Male,31.15132983,3,1,Research Scientist,4,Single,2686,5399.46,1,Y,Yes,13,3,3,160,0,10,2,2,10,9,1,8
564,Muna Duffy,25,No,Travel_Rarely,340.1574803,Sales,26,1,Medical,1,781,3,Female,41.53926037,3,2,Sales Executive,4,Single,6180,7200,1,Y,No,23,4,2,160,0,6,5,2,6,5,3,4
565,Mac William,45,No,Travel_Rarely,271.9615748,Sales,2,2,Technical Degree,1,783,2,Male,33.21133099,1,2,Sales Representative,3,Single,6632,5756.52,0,Y,No,13,3,1,160,0,9,3,3,8,7,0,1
566,Jeremiah Landry,23,No,Travel_Rarely,201.5546457,Research & Development,10,1,Medical,1,784,1,Male,24.61339641,4,1,Research Scientist,3,Single,3505,4266.24,1,Y,No,18,3,4,160,0,2,3,3,2,2,1,2
567,Mylee Potts,47,Yes,Travel_Frequently,354.3307087,Sales,27,2,Life Sciences,1,785,2,Female,43.27006289,4,2,Sales Executive,3,Single,6397,7500,4,Y,Yes,12,3,4,160,0,8,2,3,5,4,1,3
568,Timothy Mahoney,34,No,Travel_Rarely,349.6062992,Sales,2,3,Other,1,786,4,Male,42.69312871,3,2,Sales Executive,4,Single,6274,7400,1,Y,No,22,4,3,160,0,6,5,3,6,5,1,4
569,Damon Benjamin,55,Yes,Travel_Rarely,459.9212598,Research & Development,2,3,Medical,1,787,4,Male,56.16454163,3,5,Manager,1,Married,19859,9735,5,Y,Yes,13,3,4,160,1,24,2,3,5,2,0,4
570,Anika Mccabe,36,No,Non-Travel,370.8661417,Sales,8,4,Life Sciences,1,789,1,Male,45.28933249,2,3,Sales Executive,1,Single,7587,7850,1,Y,No,15,3,2,160,0,10,1,3,10,7,1,9
571,Reyansh Rawlings,52,No,Non-Travel,203.1292913,Research & Development,19,4,Medical,1,791,4,Male,24.80568857,3,1,Research Scientist,4,Married,4258,4299.57,0,Y,No,18,3,1,160,1,5,3,3,4,3,2,2
572,Jade Blackmore,26,No,Travel_Frequently,215.7264567,Research & Development,1,2,Life Sciences,1,792,1,Female,26.34402585,1,1,Laboratory Technician,4,Divorced,4364,4566.21,3,Y,No,14,3,1,160,1,5,2,3,2,2,1,0
573,Amandeep Sims,29,No,Travel_Rarely,355.0922835,Research & Development,27,3,Medical,1,793,2,Female,43.36306467,3,2,Healthcare Representative,3,Married,4335,7516.12,4,Y,No,12,3,1,160,1,11,3,2,8,7,1,1
574,Connah Hastings,26,Yes,Travel_Rarely,347.2440945,Sales,8,3,Technical Degree,1,796,4,Male,42.40466163,2,2,Sales Executive,1,Single,5326,7350,6,Y,No,17,3,3,160,0,6,2,2,4,3,1,2
575,Christy Tillman,34,No,Travel_Rarely,226.7489764,Research & Development,1,4,Life Sciences,1,797,2,Female,27.69007096,4,1,Research Scientist,4,Single,3280,4799.52,2,Y,No,16,3,3,160,0,10,2,3,4,2,1,3
576,Clara Moss,54,No,Travel_Rarely,454.6984252,Research & Development,19,4,Medical,1,799,4,Female,55.5267409,3,2,Manufacturing Director,1,Divorced,5485,9624.45,9,Y,Yes,11,3,2,160,2,9,4,3,5,3,1,4
577,Darrel Preston,27,No,Travel_Frequently,318.8976378,Sales,8,1,Marketing,1,800,3,Male,38.9430566,3,2,Sales Executive,4,Married,4342,6750,0,Y,No,19,3,2,160,1,5,3,3,4,2,4,1
578,Nico Moody,37,No,Travel_Rarely,211.0025197,Research & Development,10,1,Life Sciences,1,802,4,Female,25.76714937,3,1,Research Scientist,1,Divorced,2782,4466.22,0,Y,Yes,13,3,2,160,2,6,3,2,5,3,4,3
579,Mimi Cuevas,38,No,Travel_Frequently,526.347874,Research & Development,2,4,Life Sciences,1,803,1,Female,64.27640916,4,2,Manufacturing Director,1,Single,5980,11141.03,6,Y,Yes,12,3,4,160,0,17,2,3,15,7,1,12
580,Joely O'Reilly,34,No,Travel_Rarely,225.1743307,Research & Development,2,4,Medical,1,804,3,Female,27.4977788,2,1,Research Scientist,1,Single,4381,4766.19,1,Y,No,11,3,3,160,0,6,3,3,6,5,0,3
581,Iyla Peralta,35,No,Travel_Rarely,246.0604724,Sales,8,4,Life Sciences,1,805,1,Female,30.04834708,3,1,Sales Representative,4,Married,2572,5208.28,1,Y,No,16,3,2,160,1,3,1,2,3,2,0,2
582,Hassan Kirkland,30,No,Travel_Rarely,222.0250394,Research & Development,1,3,Life Sciences,1,806,4,Male,27.11319448,1,1,Laboratory Technician,3,Married,3833,4699.53,3,Y,No,21,4,3,160,2,7,2,3,2,2,3,2
583,Annabella Whittaker,40,No,Travel_Frequently,329.1099213,Research & Development,2,2,Medical,1,807,3,Female,40.1901575,4,2,Healthcare Representative,2,Married,4244,6966.16,1,Y,No,24,4,4,160,1,8,2,3,8,7,1,7
584,Ellie-Mae Arellano,34,No,Travel_Rarely,330.7086614,Sales,8,2,Life Sciences,1,808,3,Female,40.38539203,3,2,Sales Executive,1,Married,6500,7000,5,Y,No,17,3,2,160,1,6,1,3,3,2,14,2
585,Rome Goodwin,42,No,Travel_Frequently,452.1259843,Research & Development,8,3,Life Sciences,1,809,2,Male,55.21260024,3,5,Manager,4,Divorced,18430,9570,1,Y,No,13,3,2,160,1,24,4,2,24,7,0,9
586,Gurpreet Oliver,23,Yes,Travel_Rarely,199.98,Research & Development,6,3,Life Sciences,1,811,3,Male,24.42110425,4,1,Laboratory Technician,1,Married,1601,4232.91,1,Y,Yes,21,4,3,160,2,1,2,3,0,0,0,0
587,Grover Dunne,24,No,Non-Travel,184.2335433,Research & Development,9,3,Life Sciences,1,812,3,Male,22.49818266,2,1,Laboratory Technician,2,Divorced,2694,3899.61,1,Y,No,11,3,3,160,3,1,4,3,1,0,1,0
588,Maia Kavanagh,52,No,Travel_Rarely,255.0925984,Research & Development,11,4,Life Sciences,1,813,4,Female,31.15132983,3,2,Laboratory Technician,3,Married,3149,5399.46,8,Y,No,20,4,2,160,1,9,3,3,5,2,0,4
589,Daniel Kendall,50,No,Travel_Rarely,396.8503937,Research & Development,2,3,Medical,1,815,3,Male,48.46247043,3,4,Research Director,3,Married,17639,8400,5,Y,No,16,3,4,160,0,30,3,3,4,3,0,3
590,Tomi John,29,Yes,Travel_Rarely,187.3828346,Research & Development,1,2,Life Sciences,1,816,2,Female,22.88276698,2,1,Laboratory Technician,1,Married,2319,3966.27,1,Y,Yes,11,3,4,160,1,1,1,3,1,0,3,0
591,Eoin Philip,33,No,Travel_Rarely,385.0393701,Research & Development,7,3,Medical,1,817,3,Male,47.020135,3,3,Research Director,3,Married,11691,8150,0,Y,No,11,3,4,160,0,14,3,4,13,9,0,7
592,Daryl Lloyd,33,Yes,Travel_Rarely,344.8818898,Sales,16,3,Marketing,1,819,1,Female,42.11619454,3,2,Sales Executive,1,Single,5324,7300,5,Y,No,15,3,3,160,0,6,3,3,3,2,3,2
593,Sameeha Wilcox,47,No,Travel_Rarely,436.5354331,Research & Development,2,2,Other,1,820,3,Female,53.30871748,3,4,Manager,4,Married,16752,9240,1,Y,Yes,11,3,3,160,1,26,3,2,26,14,0,0
594,Colby Galindo,36,No,Travel_Rarely,427.1409449,Research & Development,1,3,Other,1,823,3,Female,52.16148387,3,2,Manufacturing Director,2,Married,5228,9041.15,0,Y,No,15,3,1,160,1,10,2,3,9,7,0,5
595,Shah Reilly,29,No,Travel_Rarely,242.4954331,Research & Development,23,2,Life Sciences,1,824,3,Male,29.61299256,4,1,Research Scientist,3,Married,2700,5132.82,1,Y,No,24,4,3,160,1,10,3,3,10,7,13,7
596,Charlie Choi,58,Yes,Travel_Rarely,451.1811024,Research & Development,2,4,Life Sciences,1,825,4,Male,55.09721341,3,5,Research Director,2,Single,19246,9550,7,Y,Yes,12,3,4,160,0,40,2,3,31,15,2,8
597,Tye Taylor,35,No,Travel_Rarely,218.875748,Research & Development,1,4,Life Sciences,1,826,4,Female,26.72861017,4,1,Research Scientist,3,Single,2506,4632.87,3,Y,No,13,3,3,160,0,7,0,3,2,2,0,2
598,Ammara Ashton,42,No,Travel_Rarely,421.6294488,Research & Development,1,2,Life Sciences,1,827,4,Female,51.48843247,2,2,Manufacturing Director,4,Married,6062,8924.49,9,Y,Yes,13,3,4,160,1,8,4,3,4,3,2,2
599,Jace Holcomb,28,Yes,Travel_Rarely,228.323622,Research & Development,2,4,Medical,1,828,3,Male,27.88236312,3,1,Research Scientist,3,Single,4382,4832.85,6,Y,No,17,3,4,160,0,5,3,2,2,2,0,1
600,Devonte Robin,36,No,Travel_Rarely,165.3543307,Human Resources,13,3,Human Resources,1,829,3,Male,20.19269601,3,1,Human Resources,2,Married,2143,3500,4,Y,No,13,3,2,160,1,8,2,3,5,2,6,4
601,Lori Howarth,32,No,Travel_Rarely,462.9656693,Research & Development,4,3,Life Sciences,1,830,3,Female,56.53631801,2,2,Manufacturing Director,3,Married,6162,9799.44,1,Y,No,12,3,3,160,1,14,3,3,14,13,0,8
602,Matteo Mcdonald,40,No,Travel_Frequently,242.4954331,Research & Development,16,4,Medical,1,832,1,Male,29.61299256,2,2,Laboratory Technician,3,Single,5094,5132.82,6,Y,No,14,3,4,160,0,10,6,3,1,0,0,0
603,Pamela Warner,30,No,Travel_Rarely,427.1409449,Research & Development,2,3,Medical,1,833,3,Female,52.16148387,2,2,Manufacturing Director,4,Single,6877,9041.15,5,Y,Yes,24,4,2,160,0,12,4,2,0,0,0,0
604,Jorge Brett,45,No,Travel_Rarely,188.9574803,Research & Development,2,3,Life Sciences,1,834,2,Female,23.07505914,2,1,Research Scientist,3,Single,2274,3999.6,1,Y,No,14,3,4,160,0,1,3,3,1,0,7,0
605,Azaan O'Gallagher,42,No,Travel_Rarely,435.408189,Research & Development,29,3,Life Sciences,1,836,2,Male,53.17106098,3,2,Manufacturing Director,2,Married,4434,9216.14,1,Y,No,13,3,4,160,1,10,3,2,9,8,1,8
606,Korben Zhang,38,No,Travel_Frequently,337.7707087,Research & Development,12,3,Life Sciences,1,837,1,Male,41.24779323,2,2,Healthcare Representative,1,Divorced,6288,7149.48,2,Y,No,15,3,3,160,1,13,3,2,4,3,1,2
607,Faye Valenzuela,34,No,Travel_Frequently,226.7489764,Research & Development,16,4,Life Sciences,1,838,3,Female,27.69007096,2,1,Research Scientist,4,Single,2553,4799.52,1,Y,No,16,3,3,160,0,6,3,3,5,2,7,3
608,Bianca Klein,49,Yes,Travel_Rarely,377.9527559,Sales,11,3,Marketing,1,840,3,Female,46.15473374,3,3,Sales Executive,4,Married,7654,8000,1,Y,No,18,3,1,160,2,9,3,4,9,8,7,7
609,Hammad Robins,55,Yes,Travel_Rarely,389.7637795,Sales,2,1,Medical,1,842,3,Male,47.59706917,3,2,Sales Executive,4,Single,5160,8250,4,Y,No,16,3,3,160,0,12,3,2,9,7,1,3
610,Liberty Woodley,43,No,Travel_Rarely,387.4015748,Research & Development,14,2,Life Sciences,1,843,2,Male,47.30860209,3,4,Research Director,1,Married,17159,8200,6,Y,No,24,4,3,160,1,22,3,3,4,1,0,0
611,Etienne Crosby,27,No,Travel_Rarely,380.3149606,Research & Development,5,1,Technical Degree,1,844,3,Male,46.44320083,2,3,Research Director,4,Divorced,12808,8050,1,Y,Yes,16,3,2,160,1,9,3,3,9,8,1,8
612,Darrell Wilks,35,No,Travel_Rarely,460.2099213,Research & Development,7,3,Other,1,845,3,Male,56.1997923,3,3,Manufacturing Director,3,Single,10221,9741.11,3,Y,No,21,4,2,160,0,17,3,4,8,5,7,6
613,Storm Yoder,28,No,Travel_Rarely,373.2283465,Sales,2,4,Marketing,1,846,2,Female,45.57779957,3,2,Sales Executive,2,Married,4779,7900,1,Y,Yes,20,4,1,160,0,8,2,3,8,7,0,5
614,Stewart Wagner,34,No,Travel_Rarely,146.4566929,Human Resources,3,2,Human Resources,1,847,3,Male,17.88495933,3,1,Human Resources,4,Married,3737,3100,0,Y,No,19,3,3,160,1,4,1,1,3,2,1,2
615,Kacey Luna,26,Yes,Travel_Frequently,237.7714961,Research & Development,5,2,Medical,1,848,3,Female,29.03611608,2,1,Research Scientist,3,Married,2366,5032.83,1,Y,Yes,14,3,1,160,1,8,2,3,8,7,0,7
616,Zayn Graham,27,No,Non-Travel,188.9574803,Research & Development,3,3,Medical,1,850,4,Male,23.07505914,3,1,Research Scientist,4,Married,1706,3999.6,1,Y,No,11,3,3,160,3,0,6,2,0,0,4,0
617,Dominika Hood,51,No,Travel_Rarely,431.3385827,Sales,26,4,Marketing,1,851,1,Female,52.67408989,3,4,Manager,3,Married,16307,9130,2,Y,No,14,3,3,160,1,29,2,2,20,6,2,17
618,Ryan Stacey,44,No,Travel_Rarely,335.6055118,Research & Development,4,3,Medical,1,852,4,Male,40.9833843,3,2,Healthcare Representative,2,Single,5933,7103.65,9,Y,No,12,3,4,160,0,10,2,2,5,2,0,3
619,Harold Sumner,25,No,Travel_Rarely,225.1743307,Research & Development,2,1,Medical,1,854,1,Male,27.4977788,4,1,Research Scientist,1,Single,3424,4766.19,7,Y,No,13,3,3,160,0,6,3,2,4,3,0,1
620,Frank Morales,33,No,Travel_Rarely,385.0393701,Sales,1,3,Medical,1,855,1,Male,47.020135,4,2,Sales Executive,1,Divorced,4037,8150,1,Y,No,22,4,1,160,1,9,5,3,9,8,1,8
621,Hania Hollis,35,No,Travel_Rarely,214.151811,Research & Development,27,1,Medical,1,856,3,Female,26.15173369,2,1,Research Scientist,1,Single,2559,4532.88,1,Y,No,11,3,4,160,0,6,3,2,6,5,4,1
622,Ceri Tapia,36,No,Travel_Rarely,375.5905512,Sales,1,2,Life Sciences,1,857,2,Male,45.86626666,3,2,Sales Executive,4,Married,6201,7950,1,Y,Yes,14,3,4,160,1,18,1,2,18,14,0,11
